448.79		4.8231		
448.87		5.4113		
448.96		7.3791		
449.04		8.1906		
449.13		9.2350		
449.21		9.9880		
449.30		11.8512		
449.38		13.2125		
449.47		14.4167		
449.55		16.1080		
449.64		18.2543		
449.72		20.4279		
449.81		21.7257		
449.89		22.8141		
449.98		24.0135		
450.06		24.4041		
450.15		24.9331		
450.23		26.4165		
450.32		28.5892		
450.40		28.6890		
450.49		28.7889		
450.57		30.1536		
450.66		29.7197		
450.74		29.7691		
450.83		29.5017		
450.92		29.4143		
451.00		29.9124		
451.09		28.8260		
451.17		26.7017		
451.26		26.0894		
451.34		26.3718		
451.43		25.1185		
451.51		24.7838		
451.60		22.5572		
451.68		21.7607		
451.77		20.7467		
451.85		18.2918		
451.94		17.0133		
452.02		16.1375		
452.11		14.9778		
452.19		13.2232		
452.27		11.8313		
452.36		11.4228		
452.44		10.1504		
452.53		8.5684		
452.61		7.6087		
452.70		7.2899		
452.78		6.4484		
452.87		5.0999		
452.95		4.6126		
453.04		4.0908		
453.12		3.3155		
453.21		2.7497		
453.29		2.3067		
453.38		2.4481		
453.46		2.3891		
453.55		1.9740		
453.63		1.5765		
453.72		1.9292		
453.80		1.9623		
453.89		1.9082		
453.97		1.8538		
454.06		2.8440		
454.14		2.6841		
454.23		2.6118		
454.31		2.9111		
454.40		3.9316		
454.48		3.7029		
454.57		3.5406		
454.65		3.8735		
454.73		6.5533		
454.82		5.0133		
454.90		4.5441		
454.99		5.1436		
455.07		5.8291		
455.16		6.5296		
455.24		5.7011		
455.33		5.7216		
455.41		6.2379		
455.50		6.2589		
455.58		5.9355		
455.67		5.6820		
455.75		5.6994		
455.84		5.9758		
455.92		5.2416		
456.00		5.1266		
456.09		5.2870		
456.17		4.9126		
456.26		4.1651		
456.34		3.8867		
456.43		4.0792		
456.51		3.9466		
456.60		3.4698		
456.68		2.9921		
456.77		3.0650		
456.85		3.0426		
456.93		2.4466		
457.02		2.0050		
457.10		2.8449		
457.19		2.1713		
457.27		1.5975		
457.36		1.3558		
457.44		1.3840		
457.53		1.6528		
457.61		0.9730		
457.69		0.7164		
457.78		0.4402		
457.86		0.6926		
457.95		0.4161		
458.03		0.2516		
458.12		0.3726		
458.20		0.5569		
458.29		0.2740		
458.37		-0.0315		
458.45		0.3761		
458.54		0.2688		
458.62		0.0069		
458.71		-0.0457		
458.79		0.4239		
458.88		0.2279		
458.96		-0.2397		
459.04		0.0370		
459.13		0.0092		
459.21		0.1561		
459.30		-0.3767		
459.38		-0.1937		
459.47		-0.1105		
459.55		-0.0272		
459.63		-0.3780		
459.72		-0.4313		
459.80		0.2902		
459.89		0.7925		
459.97		-0.3013
